"hhnum" "region" "rural" "targetgroup" "hhsize" "inchhavg_r" "povthresh_hh" "selfemployhh" "housingown" "liqassets" "anyvehicle" "largeexp" "snapnowhh" "snapnowreport" "usdafoods" "wichh" "adltfscat" "foodsufficient" "grocerylistfreq" "primstoresnaptype" "primstoredist_d" "primstoretime_d" "dietstatuspr" "eathealthyhh" "nutritioneduc" "anyvegetarian" "totalpaid" "ebt_snapamt" "itemstot"
"464" 112134 "South" "Rural" 4 2 718 1281.166667 0 1 1 0 0 1 1 0 -996 "very low" 2 5 "SM" 3.452 6.18 3 0 0 0 292.67 290.8 77
"465" 112171 "Midwest" "Urban" 4 8 4304.332 3253.166667 0 2 1 1 0 1 1 0 -996 "Marginal" 1 2 "SM" 0.739 3.72 3 1 0 0 200.29 200.29 51
"466" 112240 "Northeast" "Urban" 4 4 1990 2005.75 0 1 1 1 1 1 1 0 0 "very low" 2 2 "CO" 2.953 8.4 2 1 0 0 40.61 40.61 29
"467" 112259 "West" "Urban" 4 3 2240 1541.5 1 1 1 1 0 1 1 0 -996 "Low" 3 2 "SM" 1.322 3.77 2 0 1 0 34.02 34.02 17
"468" 112281 "South" "Urban" 4 7 2926 2863.5 0 2 1 0 0 1 1 0 1 "Marginal" 1 1 "SM" 0.339 1.42 4 0 0 0 103.19 46.75 34
"469" 112320 "South" "Rural" 4 3 7458.817319 1496.583333 0 2 1 1 0 1 1 1 -996 "High" 1 5 "SS" 14.782 21.52 4 0 0 0 43.88 29.96 7
"470" 112376 "Midwest" "Rural" 4 4 2100 1940.25 1 1 1 1 0 1 1 0 0 "Marginal" 1 1 "SM" 9.67 14.27 3 0 0 0 181.11 181.11 96
"471" 112416 "Northeast" "Urban" 4 5 2512.5 2340.583333 0 1 1 1 0 1 1 0 0 "Marginal" 2 4 "SS" 1.916 6.9 5 0 0 0 197.34 197.34 71
"472" 112436 "South" "Urban" 4 4 418 2005.75 0 1 1 0 0 1 1 1 -996 "High" 1 4 "SM" 1.446 6.55 5 0 1 0 122.67 122.67 44
"473" 112503 "West" "Urban" 4 4 600 1940.25 0 1 1 0 0 1 1 0 1 "very low" 3 4 "SM" 2.892 7.1 4 0 0 0 52.74 52.74 11
"474" 112538 "Midwest" "Rural" 4 3 959.064679 1540 0 2 1 1 0 1 1 0 1 "High" 3 1 "SM" 1.539 4.4 4 1 0 1 77.69 77.69 35
"475" 112575 "South" "Urban" 4 4 1339 1940.25 0 1 1 1 0 1 1 0 1 "High" 1 4 "SM" 1.886 4.8 3 1 0 0 268.05 232.28 94
"476" 112609 "Midwest" "Urban" 4 2 1228.456612 1281.166667 0 1 1 1 0 1 1 0 -996 "High" 1 5 "SS" 2.47 8.4 3 0 0 0 25.16 25.16 4
"477" 112621 "Northeast" "Urban" 4 8 5346.375123 3433.666667 0 1 1 0 0 1 1 0 1 "High" 1 3 "SS" 1.15 4.88 4 1 0 0 190.62 190.62 71
"478" 112658 "Midwest" "Rural" 4 1 892 917.5833333 0 2 1 1 0 1 1 0 -996 "High" 1 5 "CO" 38.155 46.62 3 1 0 0 60.21 60.21 27
"479" 112664 "West" "Rural" 4 3 985 1496.583333 0 2 1 1 0 1 1 0 -996 "Low" 2 5 "SM" 4.074 9.8 3 0 0 0 49.8 37.66 16
"480" 112668 "South" "Urban" 4 5 1076.033532 2340.583333 0 1 1 1 0 1 1 0 -996 "Low" 2 3 "SM" 0.772 3.23 4 0 0 0 14.1 14.1 8
"481" 112768 "Northeast" "Urban" 4 1 703 995.4166667 0 1 1 1 0 1 1 0 -996 "Low" 2 5 "SM" 2.881 7.93 3 0 0 0 15.45 15.45 5
"482" 112795 "West" "Urban" 4 5 971 2340.583333 0 1 1 1 1 1 1 0 -996 "Low" 2 5 "SS" 1.527 4.35 4 0 0 1 88.42 73.98 32
"483" 112859 "South" "Urban" 4 5 5000 2414.5 0 2 1 1 0 1 1 0 1 "High" 1 3 "SM" 1.23 4.38 4 0 0 0 121.52 58.09 25
"484" 112870 "Midwest" "Urban" 4 2 4350 1281.166667 0 1 1 1 0 1 1 0 -996 "Low" 2 1 "SM" 1.16 3.87 5 0 0 0 4.38 4.38 2
"485" 112877 "South" "Urban" 4 2 1101 1318.75 0 2 1 1 0 1 1 0 -996 "High" 1 5 "SS" 3.607 9.58 4 0 0 0 79.35 79.35 31
"486" 112884 "West" "Urban" 4 5 2463.675287 2283.333333 0 1 1 1 0 1 1 0 0 "Marginal" 2 5 "SM" 1.472 4.13 2 1 1 0 142.96 129.93 41
"487" 112936 "West" "Urban" 4 2 1451 1281.166667 0 2 1 1 0 1 1 0 -996 "Marginal" 1 3 "SS" 1.228 4.5 3 1 0 0 14.9 14.89 5
"488" 112980 "South" "Rural" 4 2 317.5770217 1281.166667 0 2 1 0 0 1 1 0 -996 "Marginal" 1 4 "SM" 12.78 23.77 4 0 0 0 7.15 7.15 2
"489" 113031 "Midwest" "Urban" 4 8 3693.878016 3354.083333 0 1 1 0 0 1 1 0 0 "Marginal" 1 1 "SM" 5.209 12.73 2 1 0 0 8.23 8.23 8
"490" 113032 "Midwest" "Urban" 4 3 1351 1496.583333 0 1 1 1 0 1 1 0 -996 "High" 1 1 "SS" 5.064 6.35 3 1 1 0 130.86 128.76 46
"491" 113052 "West" "Rural" 4 2 702 1281.166667 0 1 1 1 0 1 1 0 -996 "Low" 3 4 "LG" 0.666 3.02 4 0 0 0 104.68 104.68 40
"492" 113064 "South" "Urban" 4 4 1557 2005.75 0 1 1 1 1 1 1 1 -996 "very low" 4 5 "SM" 6.121 11.8 4 0 0 0 58.58 55.1 18
"493" 113073 "Midwest" "Urban" 4 3 600 1540 1 1 1 1 0 1 1 0 1 "High" 1 2 "SS" 1.56 6.03 4 0 0 0 18.43 18.43 4
"494" 113081 "Northeast" "Rural" 4 3 2034.878732 1540 0 1 1 0 0 1 1 0 -996 "Low" 2 1 "SM" 7.058 14.3 3 1 0 0 37.72 37.72 20
"495" 113108 "West" "Urban" 4 1 169.6056923 995.4166667 0 1 1 0 1 1 1 0 1 "Low" 2 5 "SS" 0.522 2.52 1 0 0 0 65.48 65.38 19
"496" 113143 "South" "Rural" 4 3 698 1496.583333 0 2 1 1 1 1 1 0 -996 "High" 1 5 "SM" 4.232 9.55 2 1 0 0 9.38 9.38 3
"497" 113144 "South" "Urban" 4 1 100 995.4166667 0 3 1 1 0 1 1 0 -996 "High" 1 5 "SM" 2.273 5.78 2 1 0 0 18.69 18.69 11
"498" 113154 "West" "Urban" 4 5 2266.412957 2414.5 0 1 1 0 0 1 1 0 -996 "Low" 2 2 "SS" 1.693 4.62 4 0 0 0 5 5 10
"499" 113173 "South" "Urban" 4 3 3640 1540 1 1 1 1 0 1 1 0 1 "High" 1 5 "SS" 1.621 6 2 1 1 0 14.88 14.88 4
"500" 113186 "South" "Rural" 4 4 2870 1940.25 0 1 3 1 0 1 1 0 1 "High" 1 2 "SS" 8.246 12.47 2 1 0 0 315.62 310.27 93
"501" 113201 "West" "Urban" 4 8 1120 3148.083333 0 1 1 1 1 1 1 0 -996 "very low" 1 2 "SS" 2.404 7.22 3 1 0 0 365.84 365.84 141
"502" 113224 "Midwest" "Urban" 4 3 1065 1541.5 0 1 1 0 0 1 1 0 -996 "Marginal" 2 2 "SS" 1.273 4.3 3 0 0 0 123.46 108.23 45
"503" 113246 "South" "Urban" 4 5 698 2248.416667 0 1 1 0 0 1 1 0 1 "Marginal" 2 3 "LG" 2.068 5.45 3 1 1 0 73.06 72.97 34
"504" 113266 "Northeast" "Urban" 4 3 1575 1540 0 2 1 1 0 1 1 0 -996 "High" 2 1 "SM" 0.237 1 3 1 0 1 59.29 52.93 18
"505" 113267 "Northeast" "Rural" 4 3 3834 1540 0 1 1 1 0 1 1 0 -996 "Marginal" 2 5 "SS" 11.901 19.07 3 0 0 0 28.74 28.74 9
"506" 113302 "South" "Urban" 4 3 2189.662 1540 0 1 1 1 0 1 1 0 0 "High" 1 1 "SM" 0.311 2.17 4 0 0 0 71.18 55.26 26
"507" 113314 "Midwest" "Rural" 4 4 3623.2 1940.25 1 2 1 1 0 1 1 0 -996 "High" 2 4 "SS" 11.114 26.93 2 1 0 0 284.93 284.93 113
"508" 113326 "South" "Urban" 4 4 1540 1940.25 0 1 1 1 0 1 1 0 1 "very low" 4 4 "SM" 1.934 6 4 0 0 0 56.36 35.02 23
"509" 113344 "Midwest" "Urban" 4 1 674 995.4166667 0 1 1 0 0 1 1 0 -996 "Low" 1 1 "SM" 1.164 4.38 4 0 0 0 31.33 31.33 2
"510" 113392 "Midwest" "Rural" 4 1 698 995.4166667 0 1 1 0 0 1 1 0 -996 "High" 1 1 "SM" 0.431 1.6 2 0 0 0 21.67 21.67 15
"511" 113405 "South" "Urban" 4 4 4833.33 1940.25 1 2 1 0 0 1 1 0 -996 "Low" 2 5 "SS" 3.816 8.07 3 0 0 0 32.74 27.48 16
"512" 113427 "South" "Rural" 4 6 600 2556.5 0 1 1 1 0 1 1 0 0 "Marginal" 2 4 "SM" 1.091 2.07 3 0 0 0 284.18 284.18 127
"513" 113475 "Midwest" "Urban" 4 10 0 4075.666667 0 2 1 1 0 1 1 0 0 "very low" 2 5 "SM" 1.267 5.33 4 0 0 0 15.98 15.98 2
"514" 113484 "Northeast" "Urban" 4 2 910 1318.75 0 1 1 1 0 1 1 0 -996 "Low" 2 5 "SM" 1.258 5.62 3 0 0 0 202.71 202.71 62
"515" 113507 "South" "Urban" 4 3 2617.622432 1540 0 2 1 1 1 1 1 0 -996 "High" 1 1 "SS" 0.907 4.62 2 0 0 0 96.38 95.38 45
"516" 113581 "West" "Urban" 4 6 2940 2637.25 0 1 1 0 0 1 1 0 -996 "Low" 2 1 "SS" 1.399 4.63 3 1 1 0 71.6 71.6 51
"517" 113635 "Midwest" "Urban" 4 2 2123.338 1281.166667 1 1 1 1 0 1 1 0 -996 "Marginal" 2 3 "SS" 1.745 5.47 3 1 0 0 39.61 39.34 25
"518" 113638 "South" "Rural" 4 2 962.6 1281.166667 0 1 1 0 0 1 1 0 -996 "very low" 3 3 "SS" 0.996 5.97 3 0 0 0 5 4.9 4
"519" 113691 "West" "Urban" 4 1 1021 995.4166667 0 1 3 1 0 1 1 0 -996 "High" 1 5 "SM" 3.711 9.3 1 1 0 0 16.46 16.46 15
"520" 113805 "Midwest" "Urban" 4 2 0 1318.75 0 3 1 0 0 1 1 0 -996 "Low" 1 1 "SM" 0.667 2.78 1 1 0 0 41.2 41.2 23
"521" 113808 "Northeast" "Rural" 4 2 2080 1281.166667 0 1 1 1 0 1 1 0 -996 "very low" 3 3 "SS" 0.598 3.05 4 0 0 0 22.96 22.96 8
"522" 113811 "South" "Urban" 4 3 1800 1540 0 1 1 1 0 1 1 0 0 "High" 1 3 "SS" 1.283 5.12 5 0 0 0 152.88 152.88 74
"523" 113814 "West" "Rural" 4 5 2470 2283.333333 0 2 1 1 0 1 1 0 1 "Marginal" 1 4 "SS" 1.806 4.33 3 0 0 0 13.64 13.64 6
"524" 113825 "South" "Urban" 4 3 4340 1496.583333 0 1 1 1 0 1 1 0 -996 "Marginal" 2 1 "SS" 0.623 2.12 3 0 0 0 248.75 248.75 104
"525" 113879 "West" "Urban" 4 5 2977.338 2283.333333 0 1 1 1 0 1 1 0 -996 "very low" 2 3 "SM" 0.801 2.63 4 0 0 1 284.35 284.35 84
"526" 113882 "Northeast" "Urban" 4 5 1758 2340.583333 0 2 1 1 1 1 1 0 -996 "very low" 3 1 "SS" 5.176 13.05 4 0 0 0 143.57 143.57 59
"527" 113893 "Northeast" "Urban" 4 1 1960 995.4166667 0 1 1 0 0 1 1 0 0 "High" 2 2 "SM" 0.971 2.92 2 0 0 0 66.04 66.04 15
"528" 113904 "South" "Rural" 4 3 5200 1540 1 2 2 1 0 1 1 0 0 "High" 1 5 "SM" 4.142 11.12 2 1 0 0 282.82 282.82 128
"529" 113918 "West" "Rural" 4 4 1680 1940.25 1 1 1 1 0 1 1 0 0 "Marginal" 2 1 "SS" 5.088 10.05 4 0 0 0 54.6 54.6 28
"530" 113919 "South" "Rural" 4 4 1892 1940.25 1 2 1 1 1 1 1 0 -996 "Low" 1 5 "SM" 8.238 14.48 3 1 0 0 76.13 76.13 22
"531" 113954 "South" "Urban" 4 2 5800 1281.166667 0 1 1 1 1 1 1 0 -996 "very low" 2 5 "SM" 0.252 1.57 5 0 0 0 89.73 88.66 40
"532" 113968 "Northeast" "Urban" 4 5 2100 2248.416667 0 1 1 0 0 1 1 0 0 "Marginal" 1 1 "SM" 0.894 3.87 2 1 0 0 423.88 423.88 165
"533" 114013 "West" "Urban" 4 4 1249 1947 0 1 1 0 0 1 1 0 1 "High" 1 1 "SS" 2.626 7.6 4 0 0 0 281.36 280.19 106
"534" 114023 "Northeast" "Urban" 4 3 5012.5 1540 0 1 3 1 0 1 1 0 -996 "High" 1 4 "ME" 2.992 11.83 4 0 0 0 55.99 36.57 16
"535" 114038 "Midwest" "Urban" 4 2 750 1318.75 0 1 1 1 1 1 1 0 -996 "very low" 3 1 "CO" 1.43 5.33 1 0 0 0 61.75 61.75 20
"536" 114076 "Northeast" "Urban" 4 1 0 995.4166667 1 2 1 1 1 1 1 1 -996 "very low" 2 3 "SM" 4.447 11.95 2 1 0 0 127.2 127.2 29
"537" 114088 "West" "Urban" 4 1 1125.58 995.4166667 0 1 1 0 0 1 1 0 -996 "Low" 2 1 "SM" 0.256 1.22 4 0 0 0 1 1 1
"538" 114096 "Northeast" "Urban" 4 5 3200 2283.333333 0 2 3 1 1 1 1 0 1 "High" 1 5 "SM" 1.27 5 2 1 0 0 84.08 32.72 33
"539" 114107 "West" "Urban" 4 4 2689 2005.75 0 2 1 1 1 1 1 0 -996 "very low" 4 5 "SS" 1.414 4.68 5 0 0 1 4.98 4.83 2
"540" 114235 "Midwest" "Urban" 4 4 2061 1947 0 1 1 0 0 1 1 0 1 "very low" 3 1 "SS" 0.954 4.72 4 0 0 0 195.38 193.27 105
"541" 114282 "South" "Urban" 4 4 2000 1940.25 0 1 1 1 0 1 1 0 1 "Marginal" 2 5 "SM" 0.523 2.45 4 1 0 0 119.39 119.39 49
"542" 114284 "South" "Urban" 4 4 1111.5 1940.25 0 1 1 1 0 1 1 0 0 "Low" 2 3 "SM" 0.29 1.3 3 1 0 0 84.36 72.44 52
"543" 114290 "South" "Urban" 4 5 1680 2248.416667 0 1 1 0 0 1 1 0 -996 "Low" 1 4 "CO" 1.996 7.2 4 1 1 0 85.56 61.18 31
"544" 114319 "West" "Urban" 4 4 1610 1940.25 1 1 1 1 0 1 1 0 1 "Marginal" 1 1 "CO" 7.802 15.23 3 1 0 0 27.57 27.57 9
"545" 114333 "West" "Urban" 4 2 401.4886594 1318.75 0 1 1 1 0 1 1 0 -996 "High" 1 3 "SM" 2.218 5.53 3 0 0 0 139.58 139.58 46
"546" 114352 "South" "Urban" 4 5 2730 2283.333333 0 1 1 1 0 1 1 0 0 "High" 1 5 "SS" 0.599 4.85 3 1 0 0 129.85 105.87 51
"547" 114380 "South" "Urban" 4 4 1226 2005.75 0 1 1 1 0 1 1 0 -996 "High" 1 5 "SM" 1.844 5.13 3 1 0 0 86.63 53.17 21
"548" 114408 "Midwest" "Rural" 4 4 2100 1940.25 0 2 1 1 0 1 1 0 1 "High" 2 4 "SS" 22.059 26.88 3 1 0 0 82.39 82.39 38
"549" 114423 "South" "Urban" 4 2 38.51983093 1318.75 0 1 1 1 0 1 1 0 1 "Marginal" 1 3 "SM" 3.277 7.08 3 0 0 0 99.4 99.4 41
"550" 114437 "Midwest" "Urban" 4 9 4281.404349 4201.333333 1 2 1 0 0 1 1 0 0 "very low" 2 3 "SS" 2.314 8.28 3 0 0 0 442.96 441.33 165
"551" 114474 "West" "Urban" 4 2 305 1281.166667 0 1 1 1 0 1 1 0 1 "Low" 2 5 "SM" 2.44 5.98 3 1 0 0 49.59 49.59 19
"552" 114475 "West" "Urban" 4 7 6016.33 3101.416667 1 2 1 1 0 1 1 0 1 "very low" 2 5 "SM" 0.664 2.9 4 0 0 0 123.5 113.74 37
"553" 114478 "West" "Urban" 4 1 211 995.4166667 0 1 1 0 0 1 1 0 -996 "very low" 3 1 "SM" 0.297 2 3 0 0 0 20.56 20.56 8
"554" 114502 "South" "Urban" 4 7 1200 2966.166667 0 2 1 1 0 1 1 0 0 "Low" 2 1 "SM" 7.046 12.97 4 0 0 0 66.16 66.16 20
"555" 114605 "South" "Urban" 4 1 0 995.4166667 0 1 1 0 0 1 1 0 -996 "High" 2 5 "SM" 7.671 12.15 1 1 0 0 202.95 202.95 77
"556" 114673 "Midwest" "Urban" 4 3 1338 1540 0 1 1 1 1 1 1 1 1 "Low" 2 3 "SS" 3.112 6.7 3 0 0 0 74.83 74.83 37
"557" 114675 "Midwest" "Urban" 4 3 1266.471247 1540 0 2 1 1 0 1 1 0 -996 "High" 1 1 "SM" 1.365 4.3 3 1 0 0 174.34 174.34 83
"558" 114681 "West" "Rural" 4 2 1082 1281.166667 0 2 2 1 0 1 1 0 -996 "High" 1 5 "SM" 5.864 14.55 3 0 0 0 88.24 81.77 33
"559" 114691 "West" "Urban" 4 4 2920 1940.25 1 1 2 0 0 1 1 0 1 "High" 1 3 "SS" 2.573 7.7 4 0 0 0 53.3 53.3 24
"560" 114692 "South" "Urban" 4 4 2500 1940.25 0 1 1 1 0 1 1 0 -996 "Low" 2 3 "SM" 1.47 3.7 4 1 0 0 147.44 131.09 39
"561" 114724 "Northeast" "Urban" 4 2 1205.62 1281.166667 0 1 1 0 0 1 1 0 -996 "Low" 2 3 "SS" 4.995 12.43 2 1 0 0 26.86 26.86 14
"562" 114725 "South" "Urban" 4 5 0 2283.333333 0 1 1 1 0 1 1 0 -996 "Marginal" 1 3 "SS" 2.207 5.18 3 0 0 0 115.16 115.16 90
"563" 114734 "West" "Rural" 4 2 1597 1281.166667 0 1 1 1 1 1 1 0 -996 "very low" 3 2 "SS" 1.092 4 3 0 0 0 67.18 67.18 26
"564" 114780 "South" "Urban" 4 3 3885 1540 1 1 1 0 0 1 1 0 1 "High" 1 3 "SS" 1.761 6 4 0 0 0 36.81 36.81 20
"565" 114933 "West" "Urban" 4 3 2616 1540 0 1 1 1 0 1 1 1 -996 "Marginal" 2 1 "SM" 0.467 4.6 3 0 0 0 32.81 32.81 17
"566" 114985 "South" "Rural" 4 7 1032.772883 2863.5 0 1 1 1 0 1 1 0 0 "Low" 2 5 "SS" 17.154 24.78 4 1 0 0 717.26 628.76 215
"567" 114995 "South" "Urban" 4 5 2426.662 2340.583333 0 1 1 1 0 1 1 0 -996 "High" 2 1 "SS" 7.92 10.13 2 0 0 0 132.81 116.83 76
"568" 115022 "South" "Urban" 4 2 2882 1281.166667 0 2 1 1 0 1 1 0 -996 "High" 1 3 "SM" 2.087 6.03 4 0 0 0 34.28 3.76 13
"569" 115046 "Northeast" "Urban" 4 1 67.85309717 995.4166667 0 1 1 0 0 1 1 0 -996 "Marginal" 1 1 "SM" 0.59 2.53 1 1 0 0 18.06 18.06 4
"570" 115090 "South" "Urban" 4 2 1271.562224 1281.166667 0 2 1 1 0 1 1 0 -996 "Marginal" 1 4 "SS" 8.21 17.38 2 0 0 0 34.17 34.17 17
"571" 115098 "Midwest" "Urban" 4 7 1839.883688 3054.25 0 2 1 1 0 1 1 0 -996 "High" 1 3 "SS" 2.669 7 3 0 0 0 176.84 176.84 77
"572" 115114 "West" "Rural" 4 3 1827.36 1541.5 0 2 2 1 0 1 1 0 -996 "High" 1 5 "SS" 14.896 21.18 4 0 0 0 139.4 139.4 54
"573" 115119 "South" "Urban" 4 4 1267 1940.25 0 1 1 0 0 1 1 0 1 "Low" 2 1 "SS" 0.848 3.37 5 0 0 0 28.06 27.61 13
"574" 115145 "West" "Rural" 4 5 1611.33 2414.5 0 2 1 1 1 1 1 0 1 "very low" 3 4 "SS" 2.248 5.67 4 0 0 0 20.72 20.72 7
"575" 115161 "Northeast" "Urban" 4 3 840 1540 1 1 1 1 1 1 1 0 0 "Low" 1 3 "SS" 2.042 6.12 3 1 0 0 3.78 3.78 2
"576" 115181 "South" "Urban" 4 3 280 1541.5 0 1 1 1 0 1 1 0 -996 "Marginal" 1 1 "SM" 1.75 4.9 3 0 1 0 93.1 93.1 40
"577" 115182 "West" "Rural" 4 7 2130.141268 2966.166667 0 1 1 0 0 1 1 0 1 "Marginal" 1 5 "SM" 13.491 22.75 3 1 0 0 81.37 81.37 26
"578" 115241 "Midwest" "Urban" 4 2 1875 1318.75 0 1 1 1 1 1 1 1 1 "very low" 2 3 "SM" 1.404 3.35 4 0 0 0 10.18 10.18 7
"579" 115248 "West" "Urban" 4 5 1280 2379.833333 0 2 1 0 0 1 1 0 -996 "High" 1 3 "SS" 2.709 6.07 4 0 0 0 6.85 6.85 3
"580" 115266 "Midwest" "Urban" 4 1 1259 995.4166667 0 1 1 1 1 1 1 0 -996 "Low" 2 5 "CO" 0.963 3.82 3 0 0 0 18.77 18.77 8
"581" 115279 "Midwest" "Urban" 4 7 698 2750.75 0 1 1 0 0 1 1 0 1 "very low" 3 1 "SS" 0.833 2.83 5 0 0 0 118.66 118.66 104
"582" 115281 "Midwest" "Urban" 4 4 1003.8 1940.25 0 1 1 1 1 1 1 0 -996 "Low" 2 3 "SM" 3.951 12.85 4 0 0 0 84.62 83.43 33
"583" 115290 "South" "Urban" 4 3 0 1541.5 0 3 1 0 0 1 1 0 -996 "High" 2 1 "SM" 1.443 3.95 4 0 0 0 65.61 56.41 35
"584" 115293 "Midwest" "Urban" 4 1 1302 917.5833333 0 1 1 0 0 1 1 1 -996 "High" 2 4 "SM" 2.216 6.75 3 1 0 0 23.72 23.72 8
"585" 115331 "West" "Urban" 4 2 1479 1281.166667 0 1 1 0 0 1 1 0 -996 "Marginal" 1 5 "SS" 5.894 13.5 3 1 0 0 97.12 97.12 43
"586" 115353 "Midwest" "Urban" 4 4 2870 1940.25 0 1 1 1 1 1 1 0 0 "very low" 2 5 "SM" 1.327 3.38 4 0 0 0 200.14 200.14 71
"587" 115371 "South" "Rural" 4 1 1243 995.4166667 0 3 3 1 1 1 1 0 -996 "High" 1 4 "SM" 7.995 16.18 3 0 0 0 5.75 5.75 2
"588" 115381 "South" "Urban" 4 3 1135.33 1496.583333 0 1 1 1 0 1 1 0 -996 "very low" 4 5 "SM" 0.833 3.27 4 0 0 0 26.19 25.87 11
"589" 115418 "South" "Urban" 4 5 1941.920245 2414.5 0 1 1 0 0 1 1 0 -996 "very low" 1 1 "SS" 2.594 6.43 3 1 0 0 31.95 31.95 15
"590" 115445 "West" "Urban" 4 4 1906.4 1940.25 0 1 1 1 0 1 1 1 -996 "Low" 2 5 "SM" 1.461 7.05 2 0 0 0 332.64 332.64 67
"591" 115452 "Midwest" "Urban" 4 1 789.1872495 995.4166667 0 1 1 0 0 1 1 0 -996 "very low" 2 1 "SS" 0.764 4.58 4 0 0 0 64.17 58.17 21
"592" 115457 "South" "Rural" 4 3 3222 1496.583333 0 3 2 1 0 1 1 0 -996 "Low" 2 4 "SS" 11.394 27.72 4 0 0 0 57.18 57.18 22
"593" 115469 "Midwest" "Rural" 4 7 3180 2863.5 0 2 1 1 0 1 1 0 -996 "Marginal" 1 1 "SM" 10.812 16.95 3 0 0 0 71.53 64.95 34
"594" 115496 "West" "Urban" 4 2 536 1281.166667 0 1 1 0 0 1 1 0 -996 "Low" 2 1 "SS" 1.617 5.7 3 0 0 0 5.98 5.98 2
"595" 115497 "South" "Rural" 4 5 1700 2340.583333 0 1 1 1 0 1 1 0 1 "very low" 2 5 "CO" 3.757 7.95 5 0 0 0 87.26 87.26 26
"596" 115526 "South" "Rural" 4 4 1648.502884 2005.75 0 2 1 1 0 1 1 0 1 "Marginal" 1 2 "SM" 1.795 4.65 2 1 0 0 83.12 83.12 40
"597" 115575 "South" "Urban" 4 3 2615.5 1540 0 1 1 1 0 1 1 0 1 "High" 2 5 "SM" 2.741 6.67 2 1 0 0 188.21 109.23 40
"598" 115609 "South" "Urban" 4 1 954 917.5833333 0 2 1 0 0 1 1 0 -996 "High" 1 1 "SM" 0.483 2.5 3 1 0 0 8.5 8.5 5
"599" 115654 "West" "Urban" 4 4 516 1973.416667 0 2 1 1 0 1 1 0 1 "Low" 2 2 "SM" 1.506 7.15 3 0 0 0 169.57 162.44 69
"600" 115663 "South" "Urban" 4 5 2010.938571 2414.5 0 1 1 0 0 1 1 0 1 "Marginal" 1 1 "LG" 4.993 11.55 3 0 0 0 141.15 141.09 77
"601" 115679 "South" "Urban" 4 2 318 1318.75 0 1 1 0 0 1 1 0 1 "Marginal" 2 1 "SS" 1.655 5.6 4 1 0 0 125.11 125.11 75
"602" 115711 "South" "Urban" 4 4 1300 1940.25 0 1 1 1 1 1 1 0 -996 "Marginal" 2 3 "SS" 0.995 3 1 0 0 0 93.07 93.07 25
"603" 115808 "Midwest" "Urban" 4 6 3600 2556.5 0 1 1 0 0 1 1 0 1 "High" 1 1 "SS" 2.561 9.5 1 0 0 0 14.14 14.14 8
"604" 115859 "South" "Rural" 4 2 1372 1281.166667 0 2 1 1 0 1 1 0 -996 "High" 2 1 "SM" 10.552 17.5 3 0 0 0 86.15 86.15 35
"605" 115872 "West" "Urban" 4 3 1880.662 1540 0 1 1 1 0 1 1 0 1 "High" 1 3 "CO" 0.158 2.23 4 0 0 0 129.2 129.2 41
"606" 115875 "South" "Urban" 4 1 1401.149296 995.4166667 1 1 1 1 1 1 1 0 -996 "very low" 3 1 "SM" 1.494 5.77 4 0 0 0 25.23 25.23 5
"607" 115877 "South" "Rural" 4 2 577 1281.166667 0 2 1 0 1 1 1 0 -996 "very low" 2 5 "SM" 5.085 8.68 4 0 0 0 109.19 109 32
"608" 115880 "West" "Urban" 4 3 1498 1541.5 0 1 1 1 0 1 1 0 0 "High" 1 3 "SS" 4.509 11.48 2 1 0 0 30.25 30.25 21
"609" 115891 "South" "Rural" 4 4 4620 2005.75 0 2 1 1 0 1 1 0 -996 "very low" 3 4 "SS" 8.057 14.08 3 0 0 0 255.34 255.34 96
"610" 115955 "South" "Urban" 4 1 639.0261376 995.4166667 0 3 1 0 0 1 1 0 -996 "Low" 2 1 "SS" 0.551 2.27 4 0 0 0 20.8 20.8 17
"611" 115966 "West" "Urban" 4 3 1156.18618 1496.583333 0 1 1 1 1 1 1 0 -996 "very low" 2 3 "SS" 1.655 4.25 3 1 0 0 89.24 84.36 52
"612" 115987 "Midwest" "Rural" 4 1 245.5727288 917.5833333 0 1 1 1 0 1 1 0 -996 "Low" 2 5 "SS" 8.942 11.33 3 0 0 0 31.83 31.83 20
"613" 116016 "South" "Urban" 4 5 467.691911 2414.5 0 2 1 1 0 1 1 0 -996 "Low" 2 1 "SS" 2.845 8.03 4 1 0 0 113.69 113.69 54
"614" 116017 "Midwest" "Urban" 4 1 971 917.5833333 0 1 1 1 1 1 1 1 -996 "High" 1 4 "SS" 9.994 17.28 3 1 0 0 27.93 27.93 13
"615" 116053 "West" "Urban" 4 4 600 2005.75 0 1 2 0 0 1 1 0 -996 "High" 1 2 "SM" 0.878 3.77 3 1 0 0 56.53 56.53 23
"616" 116058 "South" "Urban" 4 4 990 2005.75 0 1 1 0 0 1 1 0 0 "High" 1 1 "SM" 0.755 2.42 3 1 1 0 133.35 133.35 70
"617" 116069 "South" "Rural" 4 5 3360 2283.333333 0 2 1 1 0 1 1 0 0 "Marginal" 1 3 "LG" 5.469 13.3 3 0 0 0 58.02 58.02 6
"618" 116072 "West" "Urban" 4 4 2440 1940.25 0 2 1 1 0 1 1 0 -996 "High" 2 3 "SM" 4.847 11.18 4 1 0 0 58.53 58.53 31
